ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
4201944,2147483100,3,6
4201944,2147483101,3,6
4201944,2147483102,3,6
4201944,2147483103,3,6
4201944,2147483104,3,6
4201944,2147483105,3,6
4201944,2147483224,3,6
4201944,2147483295,6,6
4201944,2147483590,5,5
4201944,2147483602,7,7
4201944,2147483603,5,5
4204934,2147483609,2,2
4204934,2147483611,3,3
4205771,2147483509,4,5
4205771,2147483510,4,5
4205771,2147483511,4,5
4206336,2147483533,4,4
4206336,2147483534,3,3
4206336,2147483535,3,3
4208254,2147483643,1,1
4209008,2147483600,2,2
4209008,2147483601,2,2
4209882,2147483544,1,1
4210049,2147483291,1,1
4211641,2147483622,4,4
4211641,2147483629,3,3
4211641,2147483633,4,6
4212996,2147483592,2,2
4212996,2147483594,4,4
4212996,2147483595,4,4
4212996,2147483596,3,3
4212996,2147483597,3,3
4212996,2147483598,2,2
4212996,2147483599,2,2
4213128,2147483611,5,5
4213128,2147483613,3,3
4214091,2147483617,2,3
4214423,2147483469,2,2
4214423,2147483470,4,4
4214423,2147483614,4,4
4215237,2147483589,2,2
4216060,2147483228,3,3
4216293,2147483608,3,3
4216293,2147483635,4,4
4216293,2147483636,2,2
4216752,2147483617,2,3
4217076,2147483613,3,3
4219540,2147483572,5,5
4219540,2147483645,3,3
4219686,2147483617,3,4
4220029,2147483613,2,2
4220672,2147483622,1,1
4221102,2147483642,1,1
4221381,2147483611,3,3
4222455,2147483509,4,4
4222455,2147483510,4,4
4222455,2147483511,4,4
4222559,2147483124,4,4
4222559,2147483125,4,4
4222559,2147483126,4,4
4222605,2147483124,1,1
4222605,2147483125,1,1
4222605,2147483126,1,1
4222862,2147483482,1,1
4222862,2147483483,1,1
4224504,2147483093,3,3
4224504,2147483094,3,3
4224504,2147483095,3,3
4224504,2147483096,3,3
4224504,2147483106,3,3
4224504,2147483107,2,2
4224504,2147483108,2,2
4224504,2147483287,3,3
4224504,2147483480,3,3
4224504,2147483481,3,3
4224504,2147483482,3,3
4224504,2147483483,3,3
4224504,2147483484,4,4
4224504,2147483485,4,4
4224755,2147483552,2,2
4224766,2147483182,1,1
4224894,2147483134,2,2
4224910,2147483552,1,1
4225060,2147483508,1,1
4225060,2147483513,1,1
4225511,2147483484,1,1
4225511,2147483485,1,1
4225852,2147483547,2,2
4225856,2147483138,2,2
4225856,2147483147,1,1
4226234,2147483109,1,1
4226234,2147483110,1,1
4227123,2147483140,3,3
4227123,2147483591,3,3
4227123,2147483596,3,3
4227123,2147483597,3,3
4227123,2147483604,3,3
4227393,2147483118,1,1
4227393,2147483119,1,1
4227393,2147483121,1,1
4227393,2147483122,1,1
4227393,2147483486,2,2
4227393,2147483487,5,5
4228741,2147483484,2,2
4228741,2147483485,2,2
4229451,2147483609,3,3
4229860,2147483134,1,1
4230173,2147483134,3,3
4231408,2147483508,2,2
4231408,2147483513,2,2
4231796,2147483614,1,1
4231869,2147483641,1,1
4234503,2147483138,1,1
4235371,2147483183,1,1
4235567,2147483487,3,3
4237197,2147483625,3,3
4237320,2147483294,3,3
4237321,2147483120,2,2
4237321,2147483225,2,2
4237321,2147483227,2,2
4237321,2147483305,4,4
4237321,2147483514,4,4
4237719,2147483558,1,1
4237719,2147483559,1,1
4237719,2147483560,1,1
4237719,2147483561,1,1
4237721,2147483226,1,1
4237852,2147483144,3,3
4237854,2147483144,6,6
4237854,2147483146,3,3
4237854,2147483160,2,2
4237854,2147483162,3,3
4237854,2147483163,2,2
4237854,2147483164,2,2
4237854,2147483165,2,2
4237854,2147483166,2,2
4237854,2147483167,1,1
4237854,2147483168,1,1
4237854,2147483169,1,1
4237854,2147483547,7,7
4237856,2147483589,3,3
4237856,2147483592,3,3
4237856,2147483594,5,5
4237856,2147483595,5,5
4237856,2147483596,4,4
4237856,2147483597,4,4
4237856,2147483598,3,3
4237856,2147483599,3,3
4237865,2147483594,1,1
4237865,2147483595,1,1
4237888,2147483256,1,1
4237893,2147483248,2,2
4237893,2147483249,2,2
4237984,2147483082,3,3
4237984,2147483239,6,6
4237984,2147483240,6,6
4237984,2147483242,5,5
4237984,2147483474,4,4
4237984,2147483475,4,4
4237984,2147483568,7,7
4237984,2147483569,7,7
4237984,2147483570,5,5
4237984,2147483571,3,3
4237984,2147483574,4,4
4237984,2147483646,4,4
4238490,2147483503,3,3
4238490,2147483504,3,3
4238490,2147483505,3,3
4238490,2147483506,3,3
4238636,2147483247,3,3
4238636,2147483558,3,3
4238636,2147483559,3,3
4238636,2147483560,3,3
4238636,2147483561,3,3
4238639,2147483140,4,4
4238639,2147483591,4,4
4238639,2147483596,4,4
4238639,2147483597,4,4
4238639,2147483604,4,4
4238643,2147483134,4,5
4238738,2147483219,1,1
4238776,2147483592,1,1
4238776,2147483594,3,3
4238776,2147483595,3,3
4238776,2147483596,2,2
4238776,2147483597,2,2
4238776,2147483598,1,1
4238776,2147483599,1,1
4238783,2147483256,2,2
4238805,2147483082,2,2
4238805,2147483239,5,5
4238805,2147483240,5,5
4238805,2147483242,4,4
4238805,2147483474,3,3
4238805,2147483475,3,3
4238805,2147483568,6,6
4238805,2147483569,6,6
4238805,2147483570,4,4
4238805,2147483571,2,2
4238805,2147483574,3,3
4238805,2147483646,3,3
4239021,2147483501,2,2
4239216,2147483124,2,2
4239216,2147483125,2,2
4239216,2147483126,2,2
4239218,2147483107,1,1
4239218,2147483108,1,1
4239283,2147483109,5,7
4239283,2147483110,5,7
4239283,2147483501,5,6
4239283,2147483641,5,5
4239283,2147483642,5,5
4239283,2147483643,5,5
4239406,2147483109,4,4
4239406,2147483110,4,4
4239406,2147483641,4,4
4239406,2147483642,4,4
4239406,2147483643,4,4
4239408,2147483109,3,3
4239408,2147483110,3,3
4239409,2147483109,6,6
4239409,2147483110,6,6
4239425,2147483182,6,6
4239425,2147483183,4,4
4239425,2147483546,4,4
4239426,2147483182,5,5
4239426,2147483183,3,3
4239441,2147483144,4,4
4239441,2147483547,5,5
4239442,2147483144,5,5
4239442,2147483146,2,2
4239442,2147483160,1,1
4239442,2147483162,2,2
4239442,2147483163,1,1
4239442,2147483164,1,1
4239442,2147483165,1,1
4239442,2147483166,1,1
4239442,2147483547,6,6
4239443,2147483146,1,1
4239443,2147483162,1,1
4239585,2147483248,3,3
4239585,2147483249,3,3
4239592,2147483248,1,1
4239592,2147483249,1,1
4239610,2147483109,4,4
4239610,2147483110,4,4
4239743,2147483247,2,2
4239747,2147483134,5,6
4239747,2147483182,7,7
4239747,2147483183,5,5
4239747,2147483546,5,5
4239765,2147483594,2,2
4239765,2147483595,2,2
4239905,2147483641,3,3
4239905,2147483642,3,3
4239905,2147483643,3,3
4239906,2147483109,5,5
4239906,2147483110,5,5
4240345,2147483097,4,5
4240345,2147483098,4,5
4240345,2147483099,4,5
4240345,2147483100,4,5
4240345,2147483101,4,5
4240345,2147483102,4,5
4240345,2147483103,4,5
4240345,2147483104,4,5
4240345,2147483105,4,5
4240345,2147483224,4,5
4240345,2147483295,5,5
4240345,2147483590,4,4
4240345,2147483602,6,6
4240345,2147483603,4,4
4240422,2147483496,2,2
4240723,2147483627,1,1
4241075,2147483619,3,3
4241348,2147483144,1,1
4241475,2147483093,1,1
4241475,2147483094,1,1
4244209,2147483210,1,1
4245002,2147483495,5,5
4245527,2147483144,2,2
4247394,2147483134,3,3
4249889,2147483589,1,1
4250176,2147483123,4,4
4250176,2147483626,3,3
4251492,2147483304,1,1
4252257,2147483141,1,1
4252257,2147483142,1,1
4252257,2147483143,1,1
4252257,2147483145,1,1
4253535,2147483095,1,1
4253535,2147483096,1,1
4254369,2147483219,2,2
4256899,2147483279,2,2
4257824,2147483611,2,2
4261497,2147483507,3,3
4261497,2147483509,3,3
4261497,2147483510,3,3
4261497,2147483511,3,3
4263508,2147483590,1,1
4263508,2147483602,3,3
4263508,2147483603,1,1
4263536,2147483593,1,1
4264167,2147483097,3,3
4264167,2147483098,3,3
4264167,2147483099,3,3
4264167,2147483100,3,3
4264167,2147483101,3,3
4264167,2147483102,3,3
4264167,2147483103,3,3
4264167,2147483104,3,3
4264167,2147483105,3,3
4264167,2147483224,3,3
4264254,2147483135,2,2
4264254,2147483138,3,3
4264254,2147483147,2,2
4264378,2147483495,1,1
4264477,2147483613,3,3
4264477,2147483623,3,3
4264477,2147483630,3,3
4264553,2147483252,1,1
4264571,2147483548,3,3
4264571,2147483550,3,3
4264573,2147483548,1,1
4264573,2147483550,1,1
4264810,2147483173,1,1
4264810,2147483175,1,1
4264810,2147483176,1,1
4264810,2147483177,1,1
4264836,2147483118,2,2
4264836,2147483119,2,2
4264836,2147483121,2,2
4264836,2147483122,2,2
4264836,2147483486,3,3
4264836,2147483487,6,6
4264836,2147483552,3,3
4264975,2147483495,4,4
4264979,2147483235,3,3
4264979,2147483236,3,3
4264983,2147483250,2,2
4265141,2147483218,2,2
4265415,2147483135,3,3
4265415,2147483138,4,4
4265415,2147483147,3,3
4265418,2147483495,3,3
4265527,2147483495,2,2
4265678,2147483252,2,2
4265689,2147483606,3,3
4265690,2147483607,3,3
4265704,2147483170,1,1
4265704,2147483173,2,2
4265704,2147483175,2,2
4265704,2147483176,2,2
4265704,2147483177,2,2
4265704,2147483526,3,3
4265717,2147483216,6,6
4265717,2147483563,3,3
4265717,2147483564,3,3
4266612,2147483500,3,3
4266926,2147483136,3,3
4267809,2147483135,4,4
4267809,2147483138,5,5
4267809,2147483147,4,4
4269277,2147483252,3,3
4269277,2147483548,4,4
4269277,2147483550,4,4
4269277,2147483606,6,6
4269277,2147483607,6,6
4269290,2147483606,2,2
4269430,2147483487,2,2
4269440,2147483274,2,2
4269440,2147483275,2,2
4269440,2147483276,2,2
4269440,2147483278,2,2
4269441,2147483572,4,4
4269441,2147483645,2,2
4269445,2147483235,4,4
4269445,2147483236,4,4
4269445,2147483279,3,3
4269445,2147483306,2,2
4270119,2147483135,1,1
4270122,2147483495,4,4
4270279,2147483606,5,5
4270279,2147483607,5,5
4270290,2147483606,4,4
4270290,2147483607,4,4
4270295,2147483548,2,2
4270295,2147483550,2,2
4270431,2147483258,3,3
4270431,2147483270,2,2
4270431,2147483271,2,2
4270431,2147483272,2,2
4270431,2147483273,2,2
4270431,2147483292,2,2
4270431,2147483293,2,2
4270484,2147483507,5,5
4270484,2147483515,2,2
4270484,2147483516,2,2
4270484,2147483517,2,2
4270484,2147483615,4,4
4270828,2147483218,4,4
4270829,2147483218,3,3
4270853,2147483218,3,3
4271661,2147483486,1,1
4271661,2147483487,4,4
4271673,2147483500,2,2
4271674,2147483132,5,5
4271674,2147483217,4,4
4271674,2147483246,4,4
4271674,2147483547,5,5
4271754,2147483278,1,1
4271759,2147483495,3,3
4272314,2147483266,5,5
4272314,2147483267,5,5
4274417,2147483245,2,2
4274423,2147483245,1,1
4277123,2147483480,1,1
4277123,2147483481,1,1
4280520,2147483097,2,2
4280520,2147483098,2,2
4280520,2147483099,2,2
4280520,2147483100,2,2
4280520,2147483101,2,2
4280520,2147483102,2,2
4280520,2147483103,2,2
4280520,2147483104,2,2
4280520,2147483105,2,2
4280520,2147483224,2,2
4280826,2147483471,1,1
4280826,2147483472,1,1
4282626,2147483106,1,1
4282626,2147483287,1,1
4286948,2147483622,2,2
4290444,2147483304,2,2
4290536,2147483093,4,4
4290536,2147483094,4,4
4290536,2147483095,4,4
4290536,2147483096,4,4
4290536,2147483106,4,4
4290536,2147483107,3,3
4290536,2147483108,3,3
4290536,2147483287,4,4
4290536,2147483480,4,4
4290536,2147483481,4,4
4290536,2147483482,4,4
4290536,2147483483,4,4
4290536,2147483484,5,5
4290536,2147483485,5,5
4290536,2147483503,5,5
4290536,2147483504,5,5
4290536,2147483505,5,5
4290536,2147483506,5,5
4290536,2147483641,4,4
4290536,2147483642,4,4
4290536,2147483643,4,4
4290670,2147483609,5,5
4292704,2147483613,2,2
4293158,2147483593,4,4
4295069,2147483148,1,1
4296401,2147483225,1,1
4296401,2147483227,1,1
4296538,2147483538,1,1
4297090,2147483097,4,7
4297090,2147483098,4,7
4297090,2147483099,4,7
4297090,2147483100,4,7
4297090,2147483101,4,7
4297090,2147483102,4,7
4297090,2147483103,4,7
4297090,2147483104,4,7
4297090,2147483105,4,7
4297090,2147483123,4,7
4297090,2147483224,4,7
4297090,2147483228,3,4
4297090,2147483295,4,7
4297090,2147483469,5,6
4297090,2147483470,7,8
4297090,2147483471,4,4
4297090,2147483472,4,4
4297090,2147483502,6,7
4297090,2147483507,6,8
4297090,2147483509,6,10
4297090,2147483510,6,10
4297090,2147483511,6,10
4297090,2147483533,6,9
4297090,2147483534,5,7
4297090,2147483535,5,7
4297090,2147483536,5,6
4297090,2147483544,3,3
4297090,2147483549,4,4
4297090,2147483551,4,4
4297090,2147483587,3,3
4297090,2147483590,6,6
4297090,2147483602,8,8
4297090,2147483603,6,6
4297090,2147483608,4,7
4297090,2147483612,4,4
4297090,2147483613,6,8
4297090,2147483614,6,8
4297090,2147483615,6,8
4297090,2147483618,6,6
4297090,2147483619,6,6
4297090,2147483620,6,6
4297090,2147483621,6,6
4297090,2147483622,5,7
4297090,2147483623,7,7
4297090,2147483624,7,8
4297090,2147483626,6,6
4297090,2147483628,5,7
4297090,2147483629,5,6
4297090,2147483630,6,7
4297090,2147483631,4,4
4297090,2147483632,4,4
4297090,2147483633,6,9
4297090,2147483635,6,9
4297090,2147483636,4,7
4297090,2147483644,4,5
4297706,2147483620,2,2
4297706,2147483621,2,2
4299523,2147483509,4,5
4299523,2147483510,4,5
4299523,2147483511,4,5
4299523,2147483608,2,2
4299523,2147483635,4,4
4299523,2147483636,2,2
4300515,2147483140,3,3
4300515,2147483304,3,3
4300757,2147483533,3,4
4300757,2147483628,2,2
4300757,2147483629,2,2
4300757,2147483630,3,3
4300757,2147483631,1,1
4300757,2147483632,1,1
4300757,2147483633,4,5
4300757,2147483635,5,5
4300757,2147483636,3,3
4301351,2147483609,3,10
4301351,2147483611,4,8
4301351,2147483613,5,7
4301351,2147483617,4,5
4301379,2147483216,4,4
4301443,2147483148,2,2
4301474,2147483502,1,1
4301575,2147483294,1,1
4301868,2147483109,2,2
4301868,2147483110,2,2
4302076,2147483613,3,3
4302076,2147483614,3,3
4302076,2147483615,4,4
4302076,2147483618,3,3
4302076,2147483619,3,3
4302076,2147483620,3,3
4302076,2147483621,3,3
4302410,2147483501,3,3
4302532,2147483609,7,7
4302533,2147483609,6,6
4302621,2147483623,1,1
4302636,2147483614,3,3
4303236,2147483609,5,6
4303242,2147483614,2,2
4303554,2147483220,1,1
4303554,2147483221,1,1
4303574,2147483501,2,2
4303663,2147483635,3,3
4303663,2147483636,1,1
4304092,2147483630,1,1
4304275,2147483509,2,2
4304275,2147483510,2,2
4304275,2147483511,2,2
4304358,2147483508,3,3
4304358,2147483509,6,6
4304358,2147483510,6,6
4304358,2147483511,6,6
4304358,2147483513,3,3
4304358,2147483644,5,5
4304476,2147483616,1,1
4304575,2147483509,3,4
4304575,2147483510,3,4
4304575,2147483511,3,4
4305273,2147483220,3,3
4305273,2147483221,3,3
4305790,2147483533,3,3
4305790,2147483534,2,2
4305790,2147483535,2,2
4305831,2147483268,4,4
4306147,2147483509,2,2
4306147,2147483510,2,2
4306147,2147483511,2,2
4307211,2147483268,3,3
4308127,2147483509,3,3
4308127,2147483510,3,3
4308127,2147483511,3,3
4308741,2147483140,1,1
4309438,2147483611,6,6
4309438,2147483613,4,4
4310912,2147483294,2,2
4312604,2147483507,4,4
4312604,2147483614,3,3
4313285,2147483507,3,3
4313326,2147483097,1,1
4313326,2147483098,1,1
4313326,2147483099,1,1
4313326,2147483100,1,1
4313326,2147483101,1,1
4313326,2147483102,1,1
4313326,2147483103,1,1
4313326,2147483104,1,1
4313326,2147483105,1,1
4313326,2147483224,1,1
4313573,2147483641,3,3
4313573,2147483642,3,3
4313573,2147483643,3,3
4314455,2147483549,1,1
4314455,2147483551,1,1
4321148,2147483136,2,2
4322976,2147483097,6,9
4322976,2147483098,6,9
4322976,2147483099,6,9
4322976,2147483100,6,9
4322976,2147483101,6,9
4322976,2147483102,6,9
4322976,2147483103,6,9
4322976,2147483104,6,9
4322976,2147483105,6,9
4322976,2147483120,3,5
4322976,2147483123,3,9
4322976,2147483148,6,6
4322976,2147483219,6,6
4322976,2147483220,5,6
4322976,2147483221,5,6
4322976,2147483223,4,4
4322976,2147483224,6,9
4322976,2147483225,3,5
4322976,2147483227,3,5
4322976,2147483228,4,6
4322976,2147483244,4,4
4322976,2147483260,6,6
4322976,2147483291,4,6
4322976,2147483294,4,5
4322976,2147483295,5,9
4322976,2147483305,4,6
4322976,2147483469,5,8
4322976,2147483470,7,10
4322976,2147483471,6,6
4322976,2147483472,6,6
4322976,2147483502,7,9
4322976,2147483507,6,10
4322976,2147483508,5,5
4322976,2147483509,6,12
4322976,2147483510,6,12
4322976,2147483511,6,12
4322976,2147483513,5,5
4322976,2147483514,4,6
4322976,2147483515,5,5
4322976,2147483516,5,5
4322976,2147483517,5,5
4322976,2147483533,6,11
4322976,2147483534,5,10
4322976,2147483535,5,10
4322976,2147483536,4,8
4322976,2147483544,5,5
4322976,2147483549,6,6
4322976,2147483551,6,6
4322976,2147483566,5,5
4322976,2147483587,5,5
4322976,2147483590,5,8
4322976,2147483593,3,6
4322976,2147483602,7,10
4322976,2147483603,5,8
4322976,2147483608,5,9
4322976,2147483609,5,12
4322976,2147483611,6,12
4322976,2147483612,6,6
4322976,2147483613,5,11
4322976,2147483614,5,10
4322976,2147483615,6,10
4322976,2147483616,4,5
4322976,2147483617,3,8
4322976,2147483618,5,8
4322976,2147483619,6,8
4322976,2147483620,5,8
4322976,2147483621,5,8
4322976,2147483622,5,10
4322976,2147483623,6,9
4322976,2147483624,6,10
4322976,2147483626,8,8
4322976,2147483627,3,3
4322976,2147483628,6,9
4322976,2147483629,6,8
4322976,2147483630,7,9
4322976,2147483631,6,6
4322976,2147483632,6,6
4322976,2147483633,6,11
4322976,2147483635,6,11
4322976,2147483636,6,9
4322976,2147483638,6,7
4322976,2147483639,6,7
4322976,2147483644,6,7
4324529,2147483139,3,3
4326194,2147483615,2,2
4326426,2147483609,6,6
4326426,2147483611,6,7
4326426,2147483613,5,6
4326744,2147483501,3,4
4326835,2147483123,5,5
4326835,2147483626,4,4
4327032,2147483633,2,2
4327938,2147483613,4,4
4329639,2147483620,1,1
4329639,2147483621,1,1
4329644,2147483624,2,2
4331518,2147483507,3,3
4333609,2147483619,1,1
4336678,2147483602,1,1
4337265,2147483606,1,1
4346058,2147483608,2,2
4347783,2147483509,3,3
4347783,2147483510,3,3
4347783,2147483511,3,3
4353612,2147483572,3,3
4353613,2147483572,2,2
4353717,2147483235,1,1
4353717,2147483236,1,1
4353936,2147483572,1,1
4353938,2147483239,1,1
4353938,2147483240,1,1
4353947,2147483242,1,1
4353960,2147483235,2,2
4353960,2147483236,2,2
21490557,2147483243,1,1
21490756,2147483640,2,2
21490759,2147483081,2,2
21490762,2147483234,2,2
21490762,2147483303,2,2
21490791,2147483076,2,2
21490854,2147483231,1,1
21490854,2147483232,1,1
21490931,2147483076,3,3
21490931,2147483081,3,3
21490931,2147483234,3,3
21490931,2147483303,3,3
21490931,2147483640,3,3
21492835,2147483476,1,1
21492840,2147483081,4,4
21492840,2147483083,3,3
21492840,2147483084,3,3
21492840,2147483085,3,3
21492840,2147483086,3,3
21492840,2147483087,3,3
21492840,2147483088,3,3
21492840,2147483089,3,3
21492840,2147483090,3,3
21492840,2147483091,3,3
21492840,2147483092,3,3
21492840,2147483117,3,3
21492840,2147483130,3,4
21492840,2147483131,4,4
21492840,2147483171,3,3
21492840,2147483234,3,3
21492840,2147483253,3,3
21492840,2147483254,4,4
21492840,2147483255,4,4
21492840,2147483262,3,3
21492840,2147483263,3,3
21492840,2147483264,3,3
21492840,2147483265,3,3
21492840,2147483303,3,3
21492840,2147483476,3,3
21492840,2147483479,3,3
21493953,2147483130,2,2
21494472,2147483254,2,2
21494472,2147483255,2,2
21494891,2147483076,2,2
21494954,2147483262,2,2
21494954,2147483263,2,2
21494954,2147483264,2,2
21494954,2147483265,2,2
21494963,2147483262,1,1
21494963,2147483263,1,1
21494963,2147483264,1,1
21494963,2147483265,1,1
21494982,2147483254,3,3
21494982,2147483255,3,3
21494991,2147483254,1,1
21494991,2147483255,1,1
21494996,2147483083,2,2
21494996,2147483084,2,2
21494996,2147483085,2,2
21494996,2147483086,2,2
21494996,2147483087,2,2
21494996,2147483088,2,2
21494996,2147483089,2,2
21494996,2147483090,2,2
21494996,2147483091,2,2
21494996,2147483092,2,2
21494996,2147483117,2,2
21494996,2147483234,2,2
21494996,2147483303,2,2
21494996,2147483476,2,2
21494996,2147483479,2,2
21494997,2147483083,1,1
21494997,2147483084,1,1
21494997,2147483085,1,1
21494997,2147483086,1,1
21494997,2147483087,1,1
21494997,2147483088,1,1
21494997,2147483089,1,1
21494997,2147483090,1,1
21494997,2147483091,1,1
21494997,2147483092,1,1
21494997,2147483117,1,1
21494997,2147483479,1,1
35608075,2147483533,2,2
35608075,2147483534,1,1
35608075,2147483535,1,1
35622113,2147483608,2,2
35622827,2147483536,1,1
35622931,2147483509,4,4
35622931,2147483510,4,4
35622931,2147483511,4,4
35622932,2147483509,3,3
35622932,2147483510,3,3
35622932,2147483511,3,3
35809572,2147483180,2,2
35809585,2147483180,3,3
35809598,2147483180,4,4
35811233,2147483180,1,1
36032478,2147483497,3,3
36032478,2147483498,3,3
36032478,2147483499,3,3
36033050,2147483257,3,3
36033050,2147483259,3,3
36033267,2147483497,3,3
36033267,2147483498,3,3
36033267,2147483499,3,3
36033459,2147483257,2,2
36033459,2147483259,2,2
36033564,2147483497,2,2
36033564,2147483498,2,2
36033564,2147483499,2,2
36203184,2147483076,2,2
36203184,2147483081,2,2
36203184,2147483130,3,3
36203184,2147483131,3,3
36203184,2147483234,2,2
36203184,2147483303,2,2
36203185,2147483130,2,2
36203185,2147483131,2,2
36203861,2147483251,1,1
36204331,2147483076,3,3
36204331,2147483130,3,3
36204336,2147483076,2,2
36204336,2147483130,2,2
36206173,2147483076,4,9
36206173,2147483081,4,8
36206173,2147483251,4,4
36206173,2147483626,6,7
36206976,2147483130,3,3
36206976,2147483473,3,5
36207527,2147483076,3,5
36207527,2147483079,2,2
36207527,2147483081,3,4
36207527,2147483083,2,3
36207527,2147483084,2,3
36207527,2147483085,2,3
36207527,2147483086,2,3
36207527,2147483087,2,3
36207527,2147483088,2,3
36207527,2147483089,2,3
36207527,2147483090,2,3
36207527,2147483091,2,3
36207527,2147483092,2,3
36207527,2147483117,2,3
36207527,2147483127,3,3
36207527,2147483128,3,3
36207527,2147483129,3,3
36207527,2147483130,3,4
36207527,2147483131,3,4
36207527,2147483133,2,3
36207527,2147483171,2,3
36207527,2147483181,2,4
36207527,2147483184,2,3
36207527,2147483185,2,3
36207527,2147483186,2,3
36207527,2147483187,2,2
36207527,2147483188,2,2
36207527,2147483189,2,2
36207527,2147483190,2,2
36207527,2147483191,2,2
36207527,2147483192,2,2
36207527,2147483193,2,2
36207527,2147483194,2,2
36207527,2147483195,2,2
36207527,2147483196,2,2
36207527,2147483197,2,2
36207527,2147483198,2,2
36207527,2147483199,2,2
36207527,2147483200,2,2
36207527,2147483201,2,2
36207527,2147483202,2,2
36207527,2147483203,2,2
36207527,2147483204,2,2
36207527,2147483205,2,2
36207527,2147483206,2,2
36207527,2147483207,2,2
36207527,2147483208,2,2
36207527,2147483209,2,2
36207527,2147483234,3,4
36207527,2147483253,2,3
36207527,2147483254,2,4
36207527,2147483255,2,4
36207527,2147483261,2,2
36207527,2147483262,2,3
36207527,2147483263,2,3
36207527,2147483264,2,3
36207527,2147483265,2,3
36207527,2147483280,2,2
36207527,2147483281,2,3
36207527,2147483282,2,2
36207527,2147483283,2,2
36207527,2147483284,2,2
36207527,2147483285,2,2
36207527,2147483286,2,2
36207527,2147483288,2,2
36207527,2147483289,2,2
36207527,2147483290,2,2
36207527,2147483303,3,4
36207527,2147483473,2,2
36207527,2147483476,2,3
36207527,2147483479,2,3
36207527,2147483494,2,2
36207527,2147483497,3,3
36207527,2147483498,3,3
36207527,2147483499,3,3
36207527,2147483527,2,2
36207527,2147483528,2,2
36207527,2147483529,2,2
36207527,2147483530,2,2
36207527,2147483531,2,2
36207527,2147483532,2,2
36207527,2147483553,2,4
36207527,2147483554,2,4
36207527,2147483567,2,5
36207527,2147483588,2,2
36207527,2147483605,2,2
36207527,2147483610,2,2
36207527,2147483640,3,4
36207528,2147483076,4,5
36207528,2147483081,4,4
36207528,2147483130,4,5
36207528,2147483137,3,3
36207528,2147483234,4,4
36207528,2147483282,4,4
36207528,2147483296,3,4
36207528,2147483297,3,4
36207528,2147483298,3,4
36207528,2147483299,3,4
36207528,2147483300,3,4
36207528,2147483301,3,4
36207528,2147483302,3,4
36207528,2147483303,4,4
36207528,2147483477,3,4
36207528,2147483478,3,4
36207528,2147483488,3,3
36207528,2147483489,3,3
36207528,2147483490,3,3
36207528,2147483491,3,3
36207528,2147483492,3,3
36207528,2147483493,3,3
36207528,2147483532,4,4
36207528,2147483537,3,3
36208195,2147483076,3,3
36208195,2147483081,3,3
36210656,2147483076,3,4
36210656,2147483081,3,3
36210656,2147483130,3,4
36210656,2147483137,2,2
36210656,2147483234,3,3
36210656,2147483282,3,3
36210656,2147483296,2,3
36210656,2147483297,2,3
36210656,2147483298,2,3
36210656,2147483299,2,3
36210656,2147483300,2,3
36210656,2147483301,2,3
36210656,2147483302,2,3
36210656,2147483303,3,3
36210656,2147483477,2,3
36210656,2147483478,2,3
36210656,2147483488,2,2
36210656,2147483489,2,2
36210656,2147483490,2,2
36210656,2147483491,2,2
36210656,2147483492,2,2
36210656,2147483493,2,2
36210656,2147483532,3,3
36210656,2147483537,2,2
36303766,2147483076,2,2
36303766,2147483081,2,2
36303766,2147483130,2,2
36303766,2147483234,2,2
36303766,2147483303,2,2
36303772,2147483237,1,1
36303772,2147483238,1,1
36304367,2147483076,2,2
36304453,2147483130,2,2
36305875,2147483634,1,1
36305915,2147483637,1,1
36674407,2147483268,3,4
36675054,2147483097,4,4
36675054,2147483098,4,4
36675054,2147483099,4,4
36675054,2147483100,4,4
36675054,2147483101,4,4
36675054,2147483102,4,4
36675054,2147483103,4,4
36675054,2147483104,4,4
36675054,2147483105,4,4
36675054,2147483224,4,4
36675054,2147483291,4,4
36675054,2147483295,6,6
36675054,2147483469,3,5
36675054,2147483470,5,7
36675054,2147483507,5,7
36675054,2147483509,5,7
36675054,2147483510,5,7
36675054,2147483511,5,7
36675054,2147483533,7,9
36675054,2147483534,7,8
36675054,2147483535,7,8
36675054,2147483536,6,6
36675054,2147483549,4,4
36675054,2147483551,4,4
36675054,2147483609,8,8
36675054,2147483611,8,10
36675054,2147483613,4,9
36675054,2147483614,4,7
36675054,2147483615,4,5
36675054,2147483622,4,8
36675054,2147483623,4,7
36675054,2147483624,4,7
36675054,2147483628,5,6
36675054,2147483629,6,6
36675054,2147483630,6,7
36675054,2147483633,4,9
36675054,2147483635,5,8
36675054,2147483638,5,5
36675054,2147483639,5,5
36683325,2147483518,2,2
36683325,2147483519,2,2
36683325,2147483520,2,2
36683325,2147483521,2,2
36683325,2147483522,2,2
36683325,2147483523,2,2
36683325,2147483524,2,2
36683325,2147483525,2,2
36684305,2147483575,1,1
36684305,2147483576,1,1
36684305,2147483577,1,1
36684305,2147483578,1,1
36684305,2147483579,1,1
36684305,2147483580,1,1
36684305,2147483581,1,1
36684305,2147483582,1,1
36684305,2147483583,1,1
36684305,2147483584,1,1
36684305,2147483585,1,1
36684305,2147483586,1,1
36713226,2147483633,1,1
36714941,2147483533,4,5
36714941,2147483534,4,4
36714941,2147483535,4,4
36715149,2147483611,3,3
