"source_code_set","source_category","source_domain","source_code","source_concept_id","source_vocabulary_id","source_description","source_description_synonym","relationship_id","predicate_id","confidence","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","author_label","reviewer_label","reviewer_comments","mapping_justification","mapping_tool","mapping_tool_version"
"HPO","HPO","Condition","HP_0033348","37434127","HPO","Epileptic aura","","Maps to","skos:exactMatch","1","37166140","Focal onset nonmotor onset epileptic seizure","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033345","37434124","HPO","Neuralgia","","Maps to","skos:exactMatch","1","373852","Neuralgia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033329","37434108","HPO","Abnormal postural reflex","Abnormal postural reaction","Maps to","skos:exactMatch","1","4196217","Abnormal postural reflex","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033327","37434106","HPO","Nail psoriasis","","Maps to","skos:exactMatch","1","4031649","Psoriasis of nail","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033311","37434090","HPO","Abdominal aortic dissection","","Maps to","skos:exactMatch","1","4256889","Dissection of abdominal aorta","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033310","37434089","HPO","Osmotic diarrhea","","Maps to","skos:exactMatch","1","4105136","Osmotic diarrhea","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033280","37434060","HPO","Paratracheal lymphadenopathy","","Maps to","skos:exactMatch","1","4030501","Paratracheal lymphadenopathy","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033279","37434059","HPO","Enterocutaneous fistula","","Maps to","skos:exactMatch","1","4055202","Enterocutaneous fistula","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033261","37434042","HPO","Renal artery aneurysm","","Maps to","skos:exactMatch","1","194385","Aneurysm of renal artery","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033260","37434041","HPO","Livedo racemosa","","Maps to","skos:exactMatch","1","4081096","Livedo reticularis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033259","37434040","HPO","Non-motor seizure","","Maps to","skos:exactMatch","1","37163342","Non-motor epileptic seizure","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033258","37434039","HPO","Sudden unexpected death in epilepsy","SUDEP","Maps to","skos:exactMatch","1","36714275","Sudden unexpected death in epilepsy","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033254","37434035","HPO","Anorectal stricture","Stricture of the anorectum","Maps to","skos:exactMatch","1","4288483","Anorectal stricture","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033247","37434028","HPO","Pulmonary amyloidosis","","Maps to","skos:exactMatch","1","4025171","Pulmonary amyloidosis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033243","37434024","HPO","Pulmonary necrosis","","Maps to","skos:exactMatch","1","4324261","Pulmonary necrosis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033235","37434016","HPO","Difficulty descending stairs","Difficulty walking down stairs","Maps to","skos:exactMatch","1","4086884","Difficulty walking down stairs","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033230","37434011","HPO","Biceps areflexia","Areflexia of biceps","Maps to","skos:exactMatch","1","4166136","Biceps reflex absent","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033229","37434010","HPO","Brachioradialis areflexia","Areflexia of brachioradialis","Maps to","skos:exactMatch","1","4168092","Radial reflex absent","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033228","37434009","HPO","Triceps areflexia","Areflexia of triceps","Maps to","skos:exactMatch","1","4172058","Triceps reflex absent","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033220","37434001","HPO","2-ethylhydracylic aciduria","Elevated urinary 2-ethylhydracylic acid | Elevated urinary 2-methylbutyrylglycine","Maps to","skos:exactMatch","1","40481113","Deficiency of 2-methylbutyryl-CoA dehydrogenase","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033211","37433992","HPO","Decreased total iron binding capacity","","Maps to","skos:exactMatch","1","4306241","Total iron binding capacity below reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033210","37433991","HPO","Congenital alveolar dysplasia","","Maps to","skos:exactMatch","1","258866","Respiratory distress syndrome in the newborn","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033209","37433990","HPO","Acinar dysplasia","","Maps to","skos:exactMatch","1","45771043","Congenital pulmonary acinar dysplasia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033208","37433989","HPO","Alveolar capillary dysplasia","","Maps to","skos:exactMatch","1","45769388","Congenital pulmonary alveolar capillary dysplasia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033205","37433986","HPO","Biceps hyperreflexia","","Maps to","skos:exactMatch","1","37311302","Exaggeration of biceps reflex","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033204","37433985","HPO","Triceps hyperreflexia","","Maps to","skos:exactMatch","1","37311295","Exaggeration of triceps reflex","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033201","37433982","HPO","Biceps hyporeflexia","Hyporeflexia of biceps","Maps to","skos:exactMatch","1","4103801","Decreased biceps reflex","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033200","37433981","HPO","Triceps hyporeflexia","Hyporeflexia of triceps","Maps to","skos:exactMatch","1","4113379","Decreased triceps reflex","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033188","37433969","HPO","Cystic acne","","Maps to","skos:exactMatch","1","4028013","Cystic acne","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033187","37433968","HPO","Hyperimidodipeptiduria","Imidodipeptiduria","Maps to","skos:exactMatch","1","4251577","Hyperimidodipeptiduria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033183","37433964","HPO","Bilobed right lung","","Maps to","skos:exactMatch","1","4104173","Bilobed right lung","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033181","37433962","HPO","Spinal epidural abscess","A severe pyogenic infection of the epidural space","Maps to","skos:exactMatch","1","4270778","Spinal epidural abscess","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033180","37433961","HPO","Torsion of appendix of testis","Twisted vestigial remnant of the Muellerian duct","Maps to","skos:exactMatch","1","441068","Torsion of appendix of testis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033176","37433957","HPO","Submandibular lymph node enlargement","Submandibular lymphadenopathy","Maps to","skos:exactMatch","1","4130204","Submandibular lymphadenopathy","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033165","37433946","HPO","Necrotizing enterocolitis","","Maps to","skos:exactMatch","1","201957","Necrotizing enterocolitis in fetus OR newborn","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033164","37433945","HPO","Focal active colitis","","Maps to","skos:exactMatch","1","37204515","Focal active colitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033150","37433931","HPO","Anorectal abscess","","Maps to","skos:exactMatch","1","4326601","Anorectal abscess","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033143","37433924","HPO","Jejunitis","","Maps to","skos:exactMatch","1","4214866","Jejunitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033140","37433921","HPO","Blake's pouch cyst","","Maps to","skos:exactMatch","1","43531631","Persistent Blake's pouch cyst","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033138","37433919","HPO","Right atrial thrombus","","Maps to","skos:exactMatch","1","43021697","Thrombus of right atrium","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033136","37433917","HPO","Lymph node abscess","","Maps to","skos:exactMatch","1","4185890","Lymph node abscess","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033135","37433916","HPO","Hepatic infarction","","Maps to","skos:exactMatch","1","194417","Hepatic infarction","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033134","37433915","HPO","Abdominal adhesions","Intra-abdominal adhesion","Maps to","skos:exactMatch","1","4148625","Adhesion of abdominal wall","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033128","37433909","HPO","Delayed ability to crawl","","Maps to","skos:exactMatch","1","4105576","Does not crawl","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033126","37433907","HPO","Cutaneous necrosis","Skin necrosis | Skin necrotic patch","Maps to","skos:exactMatch","1","4317266","Skin necrosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033125","37433906","HPO","Follicular lymphoma","","Maps to","skos:exactMatch","1","4147411","Follicular lymphoma","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033121","37433902","HPO","Barking cough","Seal-like barking cough","Maps to","skos:exactMatch","1","4077128","Barking cough","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033120","37433901","HPO","Nummular eczema","Discoid eczema | Nummular dermatitis","Maps to","skos:exactMatch","1","4216188","Nummular eczema","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033119","37433900","HPO","Elevated right ventricular systolic pressure","","Maps to","skos:exactMatch","1","4109301","Increased systolic arterial pressure","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033118","37433899","HPO","Abnormal right ventricular function","","Maps to","skos:exactMatch","1","43021702","Dysfunction of right cardiac ventricle","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033117","37433898","HPO","Duodenitis","Duodenal inflammation","Maps to","skos:exactMatch","1","433516","Duodenitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033113","37433894","HPO","Gallop rhythm","Triple rhythm","Maps to","skos:exactMatch","1","4070781","Gallop rhythm","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033106","37433887","HPO","Elevated circulating D-dimer concentration","Elevated D-dimers | Elevated fibrin degradation fragment concentration","Maps to","skos:exactMatch","1","42709958","D-dimer above reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033091","37433872","HPO","Tyrosinuria","Increased tyrosine in urine","Maps to","skos:exactMatch","1","4047785","Tyrosinuria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033087","37433868","HPO","Quotidian fever","","Maps to","skos:exactMatch","1","4093998","Quotidien fever","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033073","37433854","HPO","Urate tophus","Urate tophi","Maps to","skos:exactMatch","1","4307013","Tophus","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033067","37433848","HPO","Cystine crystalluria","","Maps to","skos:exactMatch","1","4009582","Urinary crystal, cystine","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033063","37433844","HPO","Shortened sleep cycle","Short sleep","Maps to","skos:exactMatch","1","4099949","Short-sleeper","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033060","37433841","HPO","Decreased circulating complement C5 concentration","Decreased serum complement C5","Maps to","skos:exactMatch","1","4125815","Complement 5 deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033059","37433840","HPO","Decreased circulating complement C6 concentration","","Maps to","skos:exactMatch","1","4121292","Complement 6 deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033058","37433839","HPO","Decreased circulating complement C7 concentration","Decreased serum complement C7","Maps to","skos:exactMatch","1","4120777","Complement 7 deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
